created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Dec 11 23:49:07 +0000 2023;1734359688886501448;"Ganjar Pranowo nyatakan diri siap maju sebgai capres 2024! Seluruh Pemimpin Idaman Ulama mari UlamaBersatu Ganjar Mahfud https://t.co/DcLzBmKByX";0;0;0;0;in;1582928242864197632;1734359688886501448;angelavisa;https://twitter.com/angelavisa/status/1734359688886501448
Mon Dec 11 23:48:07 +0000 2023;1734359436687294763;"anjar Pranowo tokoh yang diharapkan jadi calon Presiden Indonesia Seluruh Pemimpin Idaman Ulama mari UlamaBersatu Ganjar Mahfud https://t.co/RiWWisoR24";0;0;0;0;in;1582928242864197632;1734359436687294763;angelavisa;https://twitter.com/angelavisa/status/1734359436687294763
Mon Dec 11 23:48:06 +0000 2023;1734359435546333596;"Ganjar Pranowo nyatakan diri siap maju sebgai capres 2024! Seluruh Pemimpin Idaman Ulama mari UlamaBersatu Ganjar Mahfud https://t.co/ANyMLTBJoR";0;0;0;0;in;1582928242864197632;1734359435546333596;angelavisa;https://twitter.com/angelavisa/status/1734359435546333596
Mon Dec 11 23:47:07 +0000 2023;1734359184995385556;"Ganjar Pranowo nyatakan diri siap maju sebgai capres 2024! Seluruh Pemimpin Idaman Ulama mari UlamaBersatu Ganjar Mahfud https://t.co/bsYZx6WiiW";0;0;0;0;in;1582928242864197632;1734359184995385556;angelavisa;https://twitter.com/angelavisa/status/1734359184995385556
Mon Dec 11 23:46:07 +0000 2023;1734358935878946949;"Ganjar Pranowo nyatakan diri siap maju sebgai capres 2024! Seluruh Pemimpin Idaman Ulama mari UlamaBersatu Ganjar Mahfud https://t.co/gFDncHDWlx";0;0;0;0;in;1582928242864197632;1734358935878946949;angelavisa;https://twitter.com/angelavisa/status/1734358935878946949
Mon Dec 11 23:40:03 +0000 2023;1734357409655865600;"1.Buzzer2 ganjar memakai hasil survei paksa megawati jadikan ganjar capres bukan puan maharani 2.Buzzer2 ganjar panik lihat hasil survei ganjar anjlok dan mereka membuat hoax lembaga2 survei dibayar prabowo serta semua rakyat Indonesia di intimidasi aparat negara https://t.co/gnHJ2om7d4";0;0;0;0;in;1210930281575632897;1734357409655865600;wellymerukh;https://twitter.com/wellymerukh/status/1734357409655865600
Mon Dec 11 23:38:08 +0000 2023;1734356925196738883;"Ganjar Pranowo nyatakan diri siap maju sebgai capres 2024! #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/g9QIURrMZf";0;0;0;0;in;1566358725769605121;1734356925196738883;infoKMz;https://twitter.com/infoKMz/status/1734356925196738883
Mon Dec 11 23:37:14 +0000 2023;1734356697014005847;"Ganjar Pranowo nyatakan diri siap maju sebgai capres 2024! #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarCapres https://t.co/E5jJ4kv71t";0;0;0;0;in;1566358725769605121;1734356697014005847;infoKMz;https://twitter.com/infoKMz/status/1734356697014005847
Mon Dec 11 23:35:57 +0000 2023;1734356376141664668;"Paslon nomor urut 3 diframing tidak akan melanjutkan pembangunan IKN jika terpilih sebagai presiden dan wakil presiden.   Faktanya, capres nomor urut 3 Ganjar Pranowo dan cawapres Mahfud MD berjanji jika memenangkan Pemilihan Presiden (Pilpres) 2024 akan melanjutkan rencana… https://t.co/wZQOjJQDGs";1;8;34;84;in;2650421658;1734356376141664668;NgkongRoses;https://twitter.com/NgkongRoses/status/1734356376141664668
Mon Dec 11 23:32:58 +0000 2023;1734355625814208798;"Saksikan malam ini! Debat perdana para Calon Presiden: Ganjar - Anies - Prabowo jam Selasa 12 Desember 2023 jam 19.00 WIB. Apa tema debat malam ini? Klik link artikel, baca selengkapnya!  https://t.co/GDL0tsvxtD";0;0;0;0;in;1354647905790001155;1734355625814208798;IndotrendsI;https://twitter.com/IndotrendsI/status/1734355625814208798
Mon Dec 11 23:30:35 +0000 2023;1734355026133582253;"Alhmdllah dari dorong2 kursi roda 2 km dari jam.5.10 AM  pagi yg cerah ada view Gn. Galunggung dan Banyak rasa syukur dihati dgn msh kondisi ini .. yg IA beri🙏🏻🙇🏼‍♀😔  asam sulfat nagita raffi Adiba hamas capres gemoy Gibran mega jokowi prabowo anies ganjar Gibran israel Gaza";0;1;1;2;in;1317084070468177920;1734355026133582253;NurilHiLma2022;https://twitter.com/NurilHiLma2022/status/1734355026133582253
Mon Dec 11 23:27:30 +0000 2023;1734354249868517655;"@Dennysiregar7 Kalau p Prabowo jadi Presiden yg ditakuti kekuasaam digunakan utk melampiaskan unek2 hawa nafsu. Sebagai patriot n berani mati utk keselamtan bangsa n  rakyat, dilupakan. Mari kita pilih Ganjar Mahfud capres n cawapres yg unggul utk terwujudnya kepastian kesejahtersan rkyt.";0;0;0;0;in;1710906406734626816;1733783732769685866;Paksoehadi505;https://twitter.com/Paksoehadi505/status/1734354249868517655
Mon Dec 11 23:25:13 +0000 2023;1734353673059266751;"Ganjar Pranowo-Mahfud MD, pilihan terbaik! Capres teruji dengan visi misi jelas. Masa depan cerah di tangan pemimpin berkualitas.#IndonesiaHebat #GanjarPranowoPilihanUmat #JNK";0;0;0;0;in;332657460;1734353673059266751;crizlhee21;https://twitter.com/crizlhee21/status/1734353673059266751
Mon Dec 11 23:25:12 +0000 2023;1734353672572649922;"Ganjar Pranowo Capres Merakyat Prof Mahfud MD Cawapres Tegas agamis dan berwibawa sangat cocok untuk masa depan Indonesia .#TemanAlamGanjar #GanjarPranowoPilihanUmat #JNK #AtikohIbuNegara";0;0;0;0;in;1720440350043426816;1734353672572649922;BruniD60992;https://twitter.com/BruniD60992/status/1734353672572649922
Mon Dec 11 23:25:12 +0000 2023;1734353672434233431;"Ganjar Pranowo Capres Merakyat Prof Mahfud MD Cawapres Tegas agamis dan berwibawa sangat cocok untuk masa depan Indonesia .#TemanAlamGanjar #GanjarPranowoPilihanUmat #JNK #AtikohIbuNegara";0;0;0;0;in;1720440165032685568;1734353672434233431;MorozWade46512;https://twitter.com/MorozWade46512/status/1734353672434233431
Mon Dec 11 23:24:20 +0000 2023;1734353452397142183;"Capres Indonesia nomor urut 3 Ganjar Pranowo disambut antusias masyarakat saat tiba di Bandar Udara Domine Eduard Osok Kota Sorong, Provinsi Papua Barat Daya.   GP disambut dgn tarian adat penyambutan yg diiringi Suling Tambur, dan disematkan mahkota khas Papua.  #SahabatGanjar https://t.co/xnNhT1wqoK";0;0;10;17;in;564007612;1734353452397142183;Sentani_REBORN;https://twitter.com/Sentani_REBORN/status/1734353452397142183
Mon Dec 11 23:20:14 +0000 2023;1734352421688881547;"Yang disuarakan Panji, sama seperti yang saya rasakan khususnya soal capres bang, mau pilih Ganjar saya gak mau kekuasaan PDIP lanjut. gantian dong krn sdh 2 periode, mau pilih Anies sama aja pantai yg mengusungnya sdh 10 ikut jkw. mau pilih Prabowo apa lagi ada Girban~😬🤦‍♂️🤣";1;1;0;0;in;2197637527;1734352421688881547;sanikomputer_id;https://twitter.com/sanikomputer_id/status/1734352421688881547
Mon Dec 11 23:20:10 +0000 2023;1734352404504531098;"Pemimpin terpercaya! Ganjar Pranowo-Mahfud MD, capres teruji, visi misi jelas. Solusi cerdas untuk kemajuan bangsa. #SenoKusumoarjo # #TemanAlamGanjar #GanjarPranowoPilihanUmat #JNK";0;0;0;0;in;332657460;1734352404504531098;crizlhee21;https://twitter.com/crizlhee21/status/1734352404504531098
Mon Dec 11 23:20:00 +0000 2023;1734352360942809418;"Capres 2024 nomor urut 3 Ganjar Pranowo, mengungkapkan upaya yang pernah dilakukannya di Jawa Tengah untuk mendorong UMKM naik kelas #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik  https://t.co/4EIaBhEnOu";0;0;1;5;in;39074801;1734352360942809418;TPNGanjarMahfud;https://twitter.com/TPNGanjarMahfud/status/1734352360942809418
Mon Dec 11 23:18:34 +0000 2023;1734351999993589792;"Elektabilitas Capres Ganjar Pranowo mengalami dinamika. Sempat bersaing ketat dengan Prabowo Subianto, kini justru ada di posisi ketiga. https://t.co/xu8PEugEqZ";2;1;0;6;in;23343960;1734351999993589792;kompascom;https://twitter.com/kompascom/status/1734351999993589792
Mon Dec 11 23:18:31 +0000 2023;1734351990912897285;"Pasangan nomor urut 3 Ganjar Pranowo-Mahfud MD akan melakukan perbaikan, terutama dalam pemberantasan korupsi jika memenangi Pilpres 2024.  Calon Wakil Presiden, Mahfud MD kemudian menyinggung terkait  program unggulannya bersama pasangannya Ganjar yakni Gaspol.… https://t.co/s7lIxVtklt";0;3;20;62;in;2650421658;1734351990912897285;NgkongRoses;https://twitter.com/NgkongRoses/status/1734351990912897285
Mon Dec 11 23:13:00 +0000 2023;1734350600467538301;"@ganjarpranowo Mantap sih pak ganjar  sosok calon pemimpin yang kami butuhkan krena mengerti apa yang dibutuhkan oleh rakyatnya";0;0;0;0;in;1505787921638785025;1733863020584177971;Naysita12;https://twitter.com/Naysita12/status/1734350600467538301
Mon Dec 11 23:11:47 +0000 2023;1734350294677622906;"@blantik_pedhet1 Ganjar naik jadi capres karena survey pesanan, yg pesan istrinya 😜😅🤪😃😉";0;0;0;0;in;3277134913;1734223108591304785;Bunga_JyKesuma;https://twitter.com/Bunga_JyKesuma/status/1734350294677622906
Mon Dec 11 23:10:11 +0000 2023;1734349892129116538;"Pilih yang terpercaya! Ganjar Pranowo-Mahfud MD, capres teruji dengan visi misi jelas. Masa depan lebih baik di tangan pemimpin berkualitas.#IndonesiaHebat #GanjarPranowoPilihanUmat #JNK";0;0;0;0;in;332657460;1734349892129116538;crizlhee21;https://twitter.com/crizlhee21/status/1734349892129116538
Mon Dec 11 23:10:11 +0000 2023;1734349891659284525;"Capres masa depan, Ganjar Pranowo Mahfud MD, membawa harapan rakyat, duet Capres dan Cawapres sebagai solusi bangsa.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024";0;0;0;0;in;1720440340350414848;1734349891659284525;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734349891659284525
Mon Dec 11 23:09:36 +0000 2023;1734349746964406575;"Hari Ini KPU Gelar Debat Pertama Capres Cawapres, Begini Persiapan Anies-Imin, Prabowo-Gibran, dan Ganjar-Mahfud https://t.co/y0DB9507SU #TempoNasional";1;0;0;2;in;18129942;1734349746964406575;tempodotco;https://twitter.com/tempodotco/status/1734349746964406575
Mon Dec 11 23:09:36 +0000 2023;1734349743021785307;"Capres-Cawapres Ganjar-Mahfud harus mencari cara dan strategi kreatif untuk bisa diterima oleh pemilih pemula, milenial, dan gen z, kata Direktur Eksekutif Indonesia Political Reviewer. https://t.co/SwZz1iEPyL";0;0;0;0;in;1666299675329298433;1734349743021785307;erakinimedia;https://twitter.com/erakinimedia/status/1734349743021785307
Mon Dec 11 23:09:28 +0000 2023;1734349709530329292;"@SINDOnews Emang ga salah sih milih capres Ganjar😍🔥";0;0;0;0;in;1660657730984587277;1734169908949270568;HerlinaAyu52767;https://twitter.com/HerlinaAyu52767/status/1734349709530329292
Mon Dec 11 23:09:06 +0000 2023;1734349618237038866;"Terpopuler: Kemenhub Sebut 107,63 Juta Orang Lakukan Perjalanan saat Nataru, Calon Presiden Anies dan Ganjar Soroti Hal-hal Ini https://t.co/IAR6VCnOnq #TempoBisnis";0;0;0;0;in;18129942;1734349618237038866;tempodotco;https://twitter.com/tempodotco/status/1734349618237038866
Mon Dec 11 23:05:31 +0000 2023;1734348715773788541;"Debat Capres: IHSG-Rupiah Menunggu Efek Ganjar-Anies-Prabowo https://t.co/bcQmNDlgyo";0;0;0;1;in;847372542830444544;1734348715773788541;cnbcindonesia;https://twitter.com/cnbcindonesia/status/1734348715773788541
Mon Dec 11 23:05:12 +0000 2023;1734348636522189096;"Ganjar Pranowo Mahfud MD, Capres yang diidamkan rakyat, harapan bangsa diwujudkan melalui duet Capres dan Cawapres.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024";0;0;0;0;in;1720440340350414848;1734348636522189096;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734348636522189096
Mon Dec 11 23:00:02 +0000 2023;1734347339241083014;"Calon Presiden Anies Baswedan dan Ganjar Pranowo menyampaikan alternatif solusi tentang polemik kenaikan upah di depan para pengusaha yang tergabung di Asosiasi Pengusaha Indonesia (Apindo). Satu calon lainnya, Prabowo Subianto, tidak hadir.   https://t.co/iCWF5s32ur";0;0;0;7;in;75077164;1734347339241083014;voaindonesia;https://twitter.com/voaindonesia/status/1734347339241083014
Mon Dec 11 22:57:51 +0000 2023;1734346786620514663;"@SINDOnews @ganjarpranowo Calon pemimpin yang sangat baik, selalu mengutamakan rakyatnya dan merangkul anak muda keren Pak Ganjar";0;0;0;0;in;1719752833564839936;1734173180246265964;badut4312;https://twitter.com/badut4312/status/1734346786620514663
Mon Dec 11 22:57:46 +0000 2023;1734346768341721505;"@muchlis_ar @saifulmujani Ganjar diserang kiri-kanan karena mereka benci PDIP, mereka benci Bu Mega Penyerangnya tdk peduli negara ini menjadi baik atau tidak seandainya yg didukungnya nanti memimpin (capres dan cawapresnya cuma modal gimmick)";0;3;1;10;in;932657813930721280;1734189332540572022;staysaferek;https://twitter.com/staysaferek/status/1734346768341721505
Mon Dec 11 22:55:26 +0000 2023;1734346181365596537;"@Dennysiregar7 Suara ganjar memang basisnya cuma dari pdip plus sedikit ppp ditambah secuil perindo, akibat kesombongan ga mau koalisi sama partai lain. Pdhl mesin2 partai lain sangat efektif menggalang dukungan capres/cawapres.";0;3;1;4;in;973945396832563200;1734183582627991796;Zafana5758;https://twitter.com/Zafana5758/status/1734346181365596537
Mon Dec 11 22:48:43 +0000 2023;1734344488691302479;"@mandaro_alam Bukan kejujuran.. tapi memang buzer nya ganjar selalu menyerang dengan fitnah, hoaks,dan bahkan satu kesalahan diangkat angkat jadi topik hujatan, padahal mereka tidak tau bahwa calon mereka lebih buruk";0;0;0;0;in;1508743544378322944;1730338638775693632;Daniel_ebens;https://twitter.com/Daniel_ebens/status/1734344488691302479
Mon Dec 11 22:48:28 +0000 2023;1734344424979828986;"Hasil Survei Terbaru Capres 2024: Prabowo Vs Anies Vs Ganjar https://t.co/VgCKCLLU4w";0;0;0;1;in;847372542830444544;1734344424979828986;cnbcindonesia;https://twitter.com/cnbcindonesia/status/1734344424979828986
Mon Dec 11 22:44:55 +0000 2023;1734343532679500233;"@ganjarpranowo Hanya Pak Ganjar Capres Idaman yang peduli dan mengayomi nelayan di Indonesia.";0;0;0;0;in;1712125423797276672;1733863020584177971;yumnaguwon;https://twitter.com/yumnaguwon/status/1734343532679500233
Mon Dec 11 22:41:23 +0000 2023;1734342642258112548;"Safari politik calon presiden Indonesia nomor urut tiga Ganjar Pranowo terus dilakukan.   Ganjar disambut antusias masyarakat saat tiba di Bandar Udara Domine Eduard Osok (DEO) Kota Sorong, Provinsi Papua Barat Daya.   Sambutan untuk Ganjar juga dengan tarian adat yang diiringi… https://t.co/diCEzKKXBe";0;0;15;22;in;2650421658;1734342642258112548;NgkongRoses;https://twitter.com/NgkongRoses/status/1734342642258112548
Mon Dec 11 22:38:59 +0000 2023;1734342041675673662;"@maryanti_oemar @Dennysiregar7 Dari 6 orang yg ikut jadi calon, pak mahfud itu yg bikin saya memutuskan gak jadi golput. Lalu tiba2 buzzer2 ganjar makin lama makin brutal, akhirnya saya bakal akan pilih nomer 1 atau 2 supaya pilihan buzzer2 bangsat ini gak menang...";0;2;0;3;in;2832048427;1734183582627991796;h_radite;https://twitter.com/h_radite/status/1734342041675673662
Mon Dec 11 22:38:27 +0000 2023;1734341903683121583;"@ganjarpranowo Sikap pak ganjar yg sederhana gampang ditrima masyarakat karna kerendahan hatinya patut diapresiasi dan dijadikan patokan untuk kita memilih calon presiden nnti.";0;0;0;0;in;1656905918087577601;1733863020584177971;kiansantang887;https://twitter.com/kiansantang887/status/1734341903683121583
Mon Dec 11 22:34:40 +0000 2023;1734340953010515985;"Capres 2024 nomor urut 3 Ganjar Pranowo, mengungkapkan upaya yang pernah dilakukannya di Jawa Tengah untuk mendorong UMKM naik kelas #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik  https://t.co/w950WXbF0A";0;59;30;52;in;132078023;1734340953010515985;officialinews_;https://twitter.com/officialinews_/status/1734340953010515985
Mon Dec 11 22:31:21 +0000 2023;1734340119992336457;"gass poll pak,capres yang lain sibuk buat janji²,Paslon 03 Ganjar Mahfud berikan aksi nyata dgn memberantas korupsi #GanjarHajarKoruptor https://t.co/XSo7A2lXMC";0;0;0;0;in;1718939170952056832;1734340119992336457;DhenyAdy47359;https://twitter.com/DhenyAdy47359/status/1734340119992336457
Mon Dec 11 22:31:21 +0000 2023;1734340116993503329;"@Melihat_Indo Rakyat pun tau pasangan ganjar mahfud teh calon pemimpin yang terbaik selalu jujur dan tidak pernah curang ga kek mereka tuh";0;0;0;0;in;1708738979154292736;1734191133524398412;Petruk835691;https://twitter.com/Petruk835691/status/1734340116993503329
Mon Dec 11 22:30:45 +0000 2023;1734339967823028369;"@Melihat_Indo Rakyat pun tau pasangan ganjar mahfud teh calon pemimpin yang terbaik selalu jujur dan tidak pernah curang ga kek mereka tuh";0;0;0;0;in;1698136056175214592;1734191133524398412;Aulia83018;https://twitter.com/Aulia83018/status/1734339967823028369
Mon Dec 11 22:30:23 +0000 2023;1734339875892011127;"Jangan Golput, pilih Capres No 3 Ganjar Pranowo Mahfud MD. Suara Anda adalah kunci perubahan positif.#PemiluIndonesia #GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734339875892011127;sheilawrence;https://twitter.com/sheilawrence/status/1734339875892011127
Mon Dec 11 22:29:33 +0000 2023;1734339667825201477;"Capres Ganjar Pranowo janji melanjutkan hilirisasi industri. Ganjar juga menyinggung negara lain mengadukan Indonesia ke WTO gara-gara hilirisasi. https://t.co/4L8T71OPoC";0;0;0;0;in;135795460;1734339667825201477;detikfinance;https://twitter.com/detikfinance/status/1734339667825201477
Mon Dec 11 22:25:35 +0000 2023;1734338666426950084;"Capres nomor urut 3, Ganjar sebut kabinetnya bakal diisi oleh para profesional jika menang di Pilpres 2024. Terutama, di bidang ekonomi https://t.co/HE5ScZTW5r";37;292;67;323;in;23343960;1734338666426950084;kompascom;https://twitter.com/kompascom/status/1734338666426950084
Mon Dec 11 22:25:10 +0000 2023;1734338564194783369;"Pilih Capres No 3 Ganjar Pranowo Mahfud MD. Gunakan hak suara Anda untuk membentuk masa depan yang adil.#PemiluIndonesia #GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734338564194783369;sheilawrence;https://twitter.com/sheilawrence/status/1734338564194783369
Mon Dec 11 22:24:36 +0000 2023;1734338421097906181;"@narkosun Lebih setuju prabowo ganjar capres cawapres";0;0;0;0;in;2487391488;1700823055638163478;NalarNatural;https://twitter.com/NalarNatural/status/1734338421097906181
Mon Dec 11 22:20:12 +0000 2023;1734337311461060929;"Yakin Milih Ganjar Pranowo, karena Capres No 3 adalah pemimpin yang siap membawa Indonesia ke arah yang lebih baik.#PemiluIndonesia #GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734337311461060929;sheilawrence;https://twitter.com/sheilawrence/status/1734337311461060929
Mon Dec 11 22:08:32 +0000 2023;1734334375754715296;"Hasil Survei Elektabilitas Capres Terbaru Desember, Terkuak Lumbung Suara Anies, Ganjar dan Prabowo   https://t.co/rmrl2ESyyc lewat @tribunkaltim";0;0;0;0;in;103551225;1734334375754715296;tribunkaltim;https://twitter.com/tribunkaltim/status/1734334375754715296
Mon Dec 11 22:06:47 +0000 2023;1734333937781182840;"@Anak__Ogi Program2 pak ganjar yang menurut saya paling meyakinkan dibanding calon lain diranah Korupsi. #GanjarHajarKoruptor";0;0;0;0;in;1702498241454231552;1734063969697190393;ardiaard9;https://twitter.com/ardiaard9/status/1734333937781182840
Mon Dec 11 22:05:12 +0000 2023;1734333536465830204;"Yakin Milih Ganjar Pranowo, Capres No 3 adalah pemimpin yang memiliki integritas dan visi kuat.#PemiluIndonesia #GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734333536465830204;sheilawrence;https://twitter.com/sheilawrence/status/1734333536465830204
Mon Dec 11 22:02:09 +0000 2023;1734332770271351038;"Jangan Golput, pilih Capres No 3 Ganjar Pranowo Mahfud MD. Suara Anda berarti untuk perubahan positif.#PemiluIndonesia #GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734332770271351038;sheilawrence;https://twitter.com/sheilawrence/status/1734332770271351038
Mon Dec 11 21:45:18 +0000 2023;1734328528634556872;"Jangan Golput, pilih Capres No 3 Ganjar Pranowo Mahfud MD. Suara Anda memiliki kekuatan untuk mengubah nasib.#IndonesiaHebat #GanjarPranowoPilihanUmat #JNK https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734328528634556872;sheilawrence;https://twitter.com/sheilawrence/status/1734328528634556872
Mon Dec 11 21:40:14 +0000 2023;1734327253549420686;"Pilih Capres No 3 Ganjar Pranowo Mahfud MD. Suara Anda adalah langkah awal menuju perubahan positif.#IndonesiaHebat #GanjarPranowoPilihanUmat #JNK https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734327253549420686;sheilawrence;https://twitter.com/sheilawrence/status/1734327253549420686
Mon Dec 11 21:35:13 +0000 2023;1734325991978197492;"Ganjar Pranowo Prof Mahfud MD, Capres yang jadi harapan, membawa Indonesia ke masa depan, duet Capres dan Cawapres untuk menyelesaikan permasalahan.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024 https://t.co/uGjWBD0LBO";0;0;0;0;in;1720440608668438528;1734325991978197492;Seneviratn41848;https://twitter.com/Seneviratn41848/status/1734325991978197492
Mon Dec 11 21:35:13 +0000 2023;1734325991839826279;"Yakin Milih Ganjar Pranowo, Capres No 3 adalah pemimpin yang memiliki visi jelas untuk kemajuan bangsa.#IndonesiaHebat #GanjarPranowoPilihanUmat #JNK https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734325991839826279;sheilawrence;https://twitter.com/sheilawrence/status/1734325991839826279
Mon Dec 11 21:35:13 +0000 2023;1734325991135211880;"Ganjar Pranowo Prof Mahfud MD, Capres yang jadi harapan, membawa Indonesia ke masa depan, duet Capres dan Cawapres untuk menyelesaikan permasalahan.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024 https://t.co/fkfkZM8Iw5";0;0;0;0;in;1720440340350414848;1734325991135211880;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734325991135211880
Mon Dec 11 21:30:30 +0000 2023;1734324807565537430;"Capres dan cawapres masa depan Ganjar Pranowo Mahfud MD, membawa harapan rakyat duet Capres dan Cawapres sebagai solusi bangsa.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024 https://t.co/uGjWBD0LBO";0;0;0;0;in;1720440608668438528;1734324807565537430;Seneviratn41848;https://twitter.com/Seneviratn41848/status/1734324807565537430
Mon Dec 11 21:30:30 +0000 2023;1734324803576676533;"Capres dan cawapres masa depan Ganjar Pranowo Mahfud MD, membawa harapan rakyat duet Capres dan Cawapres sebagai solusi bangsa.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024 https://t.co/fkfkZM8Iw5";0;0;0;0;in;1720440340350414848;1734324803576676533;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734324803576676533
Mon Dec 11 21:30:28 +0000 2023;1734324796131885479;"Jangan Golput, pilih Capres No 3 Ganjar Pranowo Mahfud MD. Bersama, kita bisa membangun masa depan yang lebih baik.#IndonesiaHebat #GanjarPranowoPilihanUmat #JNK https://t.co/OmolVMTMqF";0;0;0;0;in;332611520;1734324796131885479;sheilawrence;https://twitter.com/sheilawrence/status/1734324796131885479
Mon Dec 11 21:01:39 +0000 2023;1734317544746410027;"Harapan rakyat diwujudkan, Ganjar Pranowo Mahfud MD, Capres pilihan masa depan, duet Capres dan Cawapres untuk memimpin bangsa.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024";0;0;0;0;in;1720440340350414848;1734317544746410027;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734317544746410027
Mon Dec 11 20:56:32 +0000 2023;1734316258605383874;"TPN Perkuat Strategi Untuk Ganjar di Panggung Debat Capres Perdana  #GanjarMahfudM3nang  https://t.co/0Yz9O7stIC";0;0;0;1;in;1697987416139968512;1734316258605383874;Dhayu260975;https://twitter.com/Dhayu260975/status/1734316258605383874
Mon Dec 11 20:55:12 +0000 2023;1734315921559142741;"Ganjar Pranowo Mahfud MD, Capres harapan rakyat, membawa Indonesia ke masa depan, bersama duet Capres dan Cawapres.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024";0;0;0;0;in;1720440340350414848;1734315921559142741;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734315921559142741
Mon Dec 11 20:50:13 +0000 2023;1734314668624097351;"Masa depan bersama Ganjar Pranowo Mahfud MD, Capres yang diharapkan rakyat, duet Capres dan Cawapres sebagai solusi bangsa.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024";0;0;0;0;in;1720440340350414848;1734314668624097351;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734314668624097351
Mon Dec 11 20:45:20 +0000 2023;1734313438870909198;"Ganjar Pranowo Mahfud MD, membawa harapan rakyat, Capres masa depan Indonesia, duet Capres dan Cawapres untuk menyelesaikan permasalahan bangsa.#GanjarPranowoPilihanUmat #JNK #SenoKusumoarjo #Kampanye #Pilpres2024";0;0;0;0;in;1720440340350414848;1734313438870909198;MelissaHay25071;https://twitter.com/MelissaHay25071/status/1734313438870909198
Mon Dec 11 19:07:51 +0000 2023;1734288905946701838;"@Melihat_Indo Rakyat pun tau pasangan ganjar mahfud teh calon pemimpin yang terbaik selalu jujur dan tidak pernah curang ga kek mereka";0;0;0;0;in;1682252597472919553;1734191133524398412;Exomee44;https://twitter.com/Exomee44/status/1734288905946701838
Mon Dec 11 19:00:45 +0000 2023;1734287120435683749;"@arya__wiralodra @Dennysiregar7 40 % dah mentok tuh capres loe, kalo di putaran dua suara ganjar anis bersatu kelar tuh opa ulik, tinggal kalian siapkan tikar buat dia sujud sukur yg ketiga kali karena kembali kalah 🙈🤣";0;0;0;0;in;905382173456220162;1734183582627991796;kurowo__fls;https://twitter.com/kurowo__fls/status/1734287120435683749
Mon Dec 11 18:53:40 +0000 2023;1734285338926030886;"Capres Anies Dan Ganjar Beri Usul Soal Kenaikan Upah Buruh  https://t.co/YC46jEibmO";0;0;0;0;in;1467312143062081538;1734285338926030886;newestindo;https://twitter.com/newestindo/status/1734285338926030886
Mon Dec 11 18:51:21 +0000 2023;1734284754739159245;"@2045Tv Cuma mas ganjar dr 3 capres yg hobinya menonton film bokep";0;0;0;0;in;1689183219789520897;1734118985040535898;SukaBumi1969;https://twitter.com/SukaBumi1969/status/1734284754739159245
